abilities,advances_from,advances_to,alignment,cost,hp,unit,level,moves,xp,description,unit_page,unit_id
‒,‒,"white_mage,red_mage",lawful,20,24,mage,1,5,54,"Humans have often pondered the workings of the world in which they live. Some endeavor to take this beyond idle musing, to set it as the primary enterprise of their lives. Any magi worthy of the title have spent at least a decade in study, amassing a sum of knowledge which sets them apart from other people. These men and women, who have committed themselves fully to the pursuit of wisdom, stand in stark contrast to a world where few can even read and write. Their ranks are filled with the children of hopeful nobility, or those who sought an escape from the intellectual void of manual labor.
It is an irony that, with all their knowledge, and their unassuming monopoly thereof, the collective community of magi could likely rule society, were they ever to try. However, their true love is neither money, nor power, and those who see the study of magic as a means to such ends often lack the very conviction required for true mastery.
Physically frail, and lacking familiarity with combat, magi do possess certain arts which are of great utility in battle.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent.",https://units.wesnoth.org/1.14/mainline/en_US/Mage.html,113
‒,mage,"arch_mage,silver_mage",neutral,40,42,red_mage,2,5,100,"Upon the successful culmination of their apprenticeship, a mage is stripped of the brown robes of an apprentice and given the ruddy cloak of a master. The significance of this change is often lost on the peasantry, who mistakenly title Master Magi as ‘Red Magi’. Likewise, the symbolism of the change in colors is often mistaken to signify the mage’s ability to seemingly conjure fire from nothing but thin air, a trick which, although undeniably useful, is viewed by the magi themselves as a crass application of their hard-won knowledge.
Though physically frail, and untrained as warriors, the ‘Red Magi’ have a number of tricks up their sleeves, including the gouts of fire which may have cemented their colloquial name.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent.",https://units.wesnoth.org/1.14/mainline/en_US/Red%20Mage.html,114
‒,red_mage,great_mage,neutral,59,54,arch_mage,3,5,220,"The title of Arch Mage is traditionally conferred only after a lifetime of study and achievement to match. Arch Magi are often employed in positions of education, or as advisors to those sensible enough to seek the fruits of their wisdom. Many tend to wealthy patrons, a profitable enterprise for both as, outside of the occasional thaumaturgy or word of advice, it gives the mage leave to pursue their research undisturbed. From this flows the greater body of human knowledge; the sciences, the philosophies, and the arts which give beauty to the world at large.
Though not trained for any sort of combat, if need arises an Arch Mage can unleash the full power of their art, something which is not to be taken lightly.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent.",https://units.wesnoth.org/1.14/mainline/en_US/Arch%20Mage.html,115
‒,arch_mage,‒,neutral,72,65,great_mage,4,5,200,"Any person who is even considered for the title of Great Mage is quite nearly a legend in their own time, and town criers have forcibly learnt discretion in applying the title. Merit for the title is carefully considered by a council of the leading magi of the age, and the conferment of the title is given only by a majority vote. Regardless, anyone who is seriously nominated for the honor of being called a Great Mage is, without question, a master of their art, and has surpassed almost any of their peers in skill.
Though they are not warriors, by any means, the application of their art to combat is something that often causes other soldiers to stand aside in awe.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent.",https://units.wesnoth.org/1.14/mainline/en_US/Great%20Mage.html,116
teleport,red_mage,‒,neutral,59,48,silver_mage,3,6,150,"The many paths that a mage can take in study lead to strikingly different ends. Often viewed as sages, or wandering mystics, silver magi act under an agenda which is obscure even to their own colleagues. Though helpful to the magisteriums which often employ them in the field, they remain somewhat aloof.
They have, in fact, their own order amongst the ranks of magi, an order which withholds certain secrets from their peers. One of these is an apparent ability to cross great distances, faster than one could possibly travel on foot. Members of the silver order ardently refuse to discuss the workings of this with any of their fellow magi, and on those rare occasions when others have pried into their work, they have abandoned the endeavor, never to speak of it again.
Silver magi are often more physically adept than other magi, and their skills are of undeniable use on the battlefield, if one can manage to induce the mage to apply them.
Special Notes: Silver Magi are well-attuned to their magical natures and are highly resistant to non-physical damage. This unit has magical attacks, which always have a high chance of hitting an opponent. This unit can use one move to teleport between any two empty villages controlled by its side.",https://units.wesnoth.org/1.14/mainline/en_US/Silver%20Mage.html,117
"cures,heals++8",mage,mage_of_light,lawful,40,35,white_mage,2,5,136,"Some magi, as they learn about the world around them, and learn the truth of the suffering and squalor in which humanity too often lives, find that they cannot bring themselves to be cloistered into a life of study. These men and women give up the life of a mage, and join monastic orders, dedicating the skills they have been given to the good of all. After their ordination, they often travel the world, ministering to sickness and injury.
Though not trained for combat, they are a potent ally against magical or unnatural things.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent. This unit’s arcane attack deals tremendous damage to magical creatures, and even some to mundane creatures. This unit is capable of healing those around it, and curing them of poison.",https://units.wesnoth.org/1.14/mainline/en_US/White%20Mage.html,118
"illuminates,cures,heals++8",white_mage,‒,lawful,60,47,mage_of_light,3,5,150,"After years of experience, the most devout of white magi develop vast spiritual powers. By strict devotion to the path of the light, they can call upon its aid to chase away the shadows of the night.
Following a strict code of piety and honor, these men and women work tirelessly to bring life and order to the troubled world in which they live.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent. This unit’s arcane attack deals tremendous damage to magical creatures, and even some to mundane creatures. This unit is capable of healing those around it, and curing them of poison. Illumination increases the lighting level in adjacent areas.",https://units.wesnoth.org/1.14/mainline/en_US/Mage%20of%20Light.html,119
‒,‒,"spearman,bowman",lawful,8,18,peasant,0,5,23,"Peasants are the backbone of the rural economy, and the soldiers of last resort. While not warlike by nature, they will stubbornly defend their homes. Their lack of training and discipline makes them unfit to hold a line, though; their reliance on farming tools as weaponry means they are only on the field of battle under the most desperate situations.",https://units.wesnoth.org/1.14/mainline/en_US/Peasant.html,120
‒,"peasant,_woodsman",longbowman,lawful,14,33,bowman,1,5,39,"The use of archery in shooting something other than game was seen from its inception, and archers have been indispensable in warfare since time immemorial. Usually of humble origins, hailing from the peasantry or woodsmen, military bowmen are trained to competence with both a bow and a short sword, and are very common on the battlefield.",https://units.wesnoth.org/1.14/mainline/en_US/Bowman.html,121
‒,bowman,master_bowman,lawful,26,51,longbowman,2,5,68,"Longbows are fearsome weapons, but too difficult for beginning archers to wield. It takes great strength to draw one, and the added range and power it confers remain useless unless one has good aim with the weapon. Longbowmen carry their weapons as a badge of pride, and most bowmen look forward to the day they can begin using one.",https://units.wesnoth.org/1.14/mainline/en_US/Longbowman.html,122
‒,longbowman,‒,lawful,46,67,master_bowman,3,5,150,"Master bowmen have reached the zenith of their art, inasmuch as any human is capable. Armed with both a sword, and a great yew bow, these warriors crown battalions of archers with their presence, bringing down many a foe with their well-aimed shots. Their skill with the sword is also not to be discounted; they are easily as good with it as any novice swordsman. Of the many races in the world, only the elves surpass humanity in archery, and their human counterparts have speculated, perhaps in envy, that this is only by dint of age.",https://units.wesnoth.org/1.14/mainline/en_US/Master%20Bowman.html,123
‒,peasant,"swordsman,pikeman,javelineer",lawful,14,36,spearman,1,5,42,"Swords are, for many, an expensive luxury, and one which peasants can ill afford. Spears are much easier to make and will do well even without a spearhead, though most can afford one. Clad in leather armor, and often armed with a shield and a few javelins, spearmen are the staple of most armies, often thrown into the front lines with only the most basic training.
Special Notes: The length of this unit’s weapon allows it to strike first in melee, even in defense.",https://units.wesnoth.org/1.14/mainline/en_US/Spearman.html,124
‒,spearman,‒,lawful,25,48,javelineer,2,5,100,"Spearmen almost always equip themselves with a few javelins, to harry, if not kill, enemies at range. Some, however, take to them rather well, finding that they have a natural talent in their use. Javelineers are a valuable asset to an army, being able to supplement their skill in melee combat with an ability to handle distant foes. They can hurl javelins into enemy ranks from a distance, often without retribution, and still hold their ground in melee.
Special Notes: The length of this unit’s weapon allows it to strike first in melee, even in defense.",https://units.wesnoth.org/1.14/mainline/en_US/Javelineer.html,125
‒,spearman,halberdier,lawful,25,55,pikeman,2,5,65,"Promising spearmen in the armies of Wesnoth are often graduated to wielding pikes, and are outfitted with something far superior to the motley collection of leather armor they wore as recruits. A pike is a much longer weapon than a spear, and thus facilitates different combat tactics. A wall of pikemen is the bane of any cavalry charge, and with proper discipline and tactics, pikemen can also hold most other infantry at bay.
Special Notes: The length of this unit’s weapon allows it to strike first in melee, even in defense.",https://units.wesnoth.org/1.14/mainline/en_US/Pikeman.html,126
‒,pikeman,‒,lawful,44,72,halberdier,3,5,150,"A halberd is a heavy weapon and difficult to use, but very powerful in the hands of an expert. It is also much more flexible than the spear from which it descended. As any halberdier can tell you, the weapon possesses four primary striking points, two more than a spear or pike; these are the tip, the blade, the spike at the base of the shaft, and the inner point on the blade, which can be used in a motion pulling back towards the wielder. All this makes for a very versatile weapon in melee, especially against cavalry.
However, a halberd is notably more expensive to craft than a spear, and in the hands of a novice, much less effective. In the armies of Wesnoth, it is customary only to grant these weapons to veteran pikemen, who have proven that they have the skill to employ them properly on the field of war.
Special Notes: The length of this unit’s weapon allows it to strike first in melee, even in defense.",https://units.wesnoth.org/1.14/mainline/en_US/Halberdier.html,127
‒,spearman,royal_guard,lawful,25,55,swordsman,2,5,60,"An experienced soldier will often save enough to equip himself with a suit of scale or chain armor, and a sturdy broadsword. Though trading their spears for swords can be a jarring change, most spearmen will leap at the chance, knowing all too well the limitations of the weapon they are leaving behind. A sword is not without its own drawbacks, but is more versatile than a spear, and much better in close quarters.",https://units.wesnoth.org/1.14/mainline/en_US/Swordsman.html,128
‒,swordsman,‒,lawful,43,74,royal_guard,3,6,150,"Royal Guards are picked from the best swordsmen in Wesnoth. Serving under any of the higher nobility, they function as bodyguards, and partly as a badge of office for their employers. A special force of Royal Guards is stationed at the capital, guarding the palace grounds and the royal family. Because of their trusted relationship to their superiors, they, rather than mercenaries, are often deployed on missions of crucial import. Their reliability and mastery of close combat are their best assets, for which they are well-renowned.",https://units.wesnoth.org/1.14/mainline/en_US/Royal%20Guard.html,129
‒,‒,‒,lawful,40,64,royal_warrior,3,6,150,"The kings and princes of human nobility are still often trained rigorously in the combat arts, partly out of tradition from when their ancestors made their wealth in war. Fitted in armor so skillfully made as to incite envy even from some dwarvish smiths, these nobles are well conditioned to the art of moving in heavy armor, and can maneuver across the battlefield much faster than their gilded plate would suggest.",https://units.wesnoth.org/1.14/mainline/en_US/Royal%20Warrior.html,130
‒,‒,"thug,footpad",chaotic,6,16,ruffian,0,5,18,"Some men without particular skills cannot or will not make an honest living. Those that attempt to make their way through life by the heavy end of a stick, are known as ‘Ruffians’. With enough luck and experience, they sometimes manage to avoid the imprisonment or death that awaits most of their colleagues.",https://units.wesnoth.org/1.14/mainline/en_US/Ruffian.html,131
‒,ruffian,outlaw,chaotic,14,30,footpad,1,7,36,"These petty criminals are often derisively called ‘footpads’ by their superiors, for they are tasked with any job that requires a great deal of running around, often being employed as couriers, or scouts. The endurance and agility they gain from this serves them well in combat, and despite their inferior weaponry they are quite good at harrying their enemies, especially under cover of darkness.",https://units.wesnoth.org/1.14/mainline/en_US/Footpad.html,132
‒,footpad,fugitive,chaotic,28,42,outlaw,2,7,77,"After some years of service, former ‘footpads’ rise up in the ranks of their fellow outlaws. Having proven themselves in combat, they are given more dangerous tasks, and a greater share of the spoils. Though many opponents would mock their choice of weaponry, the outlaws are well aware of its deadly capacity, and also of the ready availability of ammunition. Outlaws are somewhat ill at ease fighting during the day, preferring the cover of nightfall.",https://units.wesnoth.org/1.14/mainline/en_US/Outlaw.html,133
concealment,outlaw,‒,chaotic,53,62,fugitive,3,7,150,"Veteran criminals become notorious for both their ruthlessness and ability to elude capture. They can be dangerous in their element, though no match for the sheer numbers that law-abiding soldiery can throw at them.
Special Notes: This unit can hide in villages (with the exception of water villages), and remain undetected by its enemies, except by those standing next to it.",https://units.wesnoth.org/1.14/mainline/en_US/Fugitive.html,134
‒,ruffian,bandit,chaotic,13,32,thug,1,5,42,"Thugs come from a wide variety of sources; while a few are born into thuggery, many are former soldiers deemed unfit to serve in the army or peasants thrown off their lands. They become thugs as a means of sustenance. Regardless of their background, they all share a penchant for beating their victims with large clubs.",https://units.wesnoth.org/1.14/mainline/en_US/Thug.html,135
‒,thug,highwayman,chaotic,23,50,bandit,2,5,70,"Bandits are a motley collection of men, most of dubious background. They are the strong arm of any organized group of criminals, and though they may lack in finesse, or intelligence, they excel at their preferred task of pummeling victims into submission. Like any sort of outlaw, they’re not comfortable fighting in broad daylight, being used to working at night.",https://units.wesnoth.org/1.14/mainline/en_US/Bandit.html,136
‒,bandit,‒,chaotic,46,70,highwayman,3,5,150,"Highwaymen have gained an infamous reputation for underhanded deeds of violence. Ready to hire themselves out to whoever will pay the most, they lead bands of lesser rogues against their employer’s enemies, often attacking on lonely roads or in the dead of night. Their experience with such encounters makes them deadly foes in hand to hand combat.",https://units.wesnoth.org/1.14/mainline/en_US/Highwayman.html,137
leadership,‒,lieutenant,lawful,19,32,sergeant,1,6,32,"Sergeants are low-ranking officers of human armies. Though academically trained, they need some experience in the field before their leadership is sound and acknowledged. Still, their diligent bearing and basic insight of combat means they can more effectively rouse civilians and peasants in trying situations.
Special Notes: The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level.",https://units.wesnoth.org/1.14/mainline/en_US/Sergeant.html,138
leadership,sergeant,general,lawful,35,40,lieutenant,2,6,80,"Lieutenants are some of the more respected commanding officers among humans and are often seen leading smaller-scale incursions and managing the battlefield. Trained both with sword and crossbow, they excel at neither, and are somewhat less resilient than the warlords of other races — this is more than made up for by their superior knowledge and training in military strategy.
Special Notes: The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level.",https://units.wesnoth.org/1.14/mainline/en_US/Lieutenant.html,139
leadership,lieutenant,grand_marshal,lawful,54,50,general,3,6,180,"As the leaders of their armies, Generals are responsible for the protection of large or important areas in the kingdoms to which they have sworn fealty. Well seasoned in the art of war, Generals can direct even the freshest recruits to strike strategically against imposing odds and emerge victorious. Recognized by nobility and citizenry alike, they are outfitted in ornate plate armor and granted some of the finest weaponry that human craftsmen can offer.
Special Notes: The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level.",https://units.wesnoth.org/1.14/mainline/en_US/General.html,140
leadership,general,‒,lawful,66,60,grand_marshal,4,6,200,"The rank of Grand Marshal is one of the most esteemed in the armies of humanity, and those who bear its title have survived many trials by fire, proving both their tactical wit and their considerable mettle at personal combat.
Special Notes: The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level.",https://units.wesnoth.org/1.14/mainline/en_US/Grand%20Marshal.html,141
‒,‒,rogue,chaotic,13,24,thief,1,6,28,"For as long as anyone can remember, the members of the various ‘guilds’ of rat-catchers that spring up in any larger city have had a curious practice of bleaching their hair with lime till it becomes a pale shade of blue. It is a bold thing to do, as their profession often delves into less-than-legal enterprises. Thieves have many skills, and by necessity are both light on their feet, and good with knives. They happily employ less-than-honorable tactics in combat, seeing little merit in a ‘fair fight’.
Special Notes: If there is an enemy of the target on the opposite side of the target while attacking it, this unit may backstab, inflicting double damage by creeping around behind that enemy.",https://units.wesnoth.org/1.14/mainline/en_US/Thief.html,142
skirmisher,thief,assassin,chaotic,24,40,rogue,2,6,70,"The ringleaders of any group of thieves earn their positions by skill. These rogues have spent many an unpleasant moment darting through crowds and dodging away from those who wish them ill, a set of skills which is very handy in a fight. Masters of knifework, they can also throw knives with reliable accuracy, and their long hours of prowling around at night leave them more comfortable fighting in the dark.
Special Notes: If there is an enemy of the target on the opposite side of the target while attacking it, this unit may backstab, inflicting double damage by creeping around behind that enemy. This unit’s skill at skirmishing allows it to ignore enemies’ zones of control and thus move unhindered around them.",https://units.wesnoth.org/1.14/mainline/en_US/Rogue.html,143
skirmisher,rogue,‒,chaotic,44,51,assassin,3,6,150,"The greatest of thieves are sometimes tasked to take far more than their victim’s belongings. Masters of knife-fighting and uncannily light on their feet, these menacing figures will employ any means to dispatch their victims, be it poisoned knives thrown from afar, or a dagger planted in the back. Deadly at night, assassins are less able fighting under the sun.
Special Notes: If there is an enemy of the target on the opposite side of the target while attacking it, this unit may backstab, inflicting double damage by creeping around behind that enemy. The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures. This unit’s skill at skirmishing allows it to ignore enemies’ zones of control and thus move unhindered around them.",https://units.wesnoth.org/1.14/mainline/en_US/Assassin.html,144
‒,‒,"bowman,poacher",neutral,10,18,woodsman,0,5,23,"Woodsmen are hunters, woodcutters, charcoal-burners, and others who eke out a living where the human world verges on the wilderness. Wits and woodcraft often support them where weapons will not.",https://units.wesnoth.org/1.14/mainline/en_US/Woodsman.html,145
‒,"peasant,_woodsman",longbowman,lawful,14,33,bowman,1,5,39,"The use of archery in shooting something other than game was seen from its inception, and archers have been indispensable in warfare since time immemorial. Usually of humble origins, hailing from the peasantry or woodsmen, military bowmen are trained to competence with both a bow and a short sword, and are very common on the battlefield.",https://units.wesnoth.org/1.14/mainline/en_US/Bowman.html,146
‒,bowman,master_bowman,lawful,26,51,longbowman,2,5,68,"Longbows are fearsome weapons, but too difficult for beginning archers to wield. It takes great strength to draw one, and the added range and power it confers remain useless unless one has good aim with the weapon. Longbowmen carry their weapons as a badge of pride, and most bowmen look forward to the day they can begin using one.",https://units.wesnoth.org/1.14/mainline/en_US/Longbowman.html,147
‒,longbowman,‒,lawful,46,67,master_bowman,3,5,150,"Master bowmen have reached the zenith of their art, inasmuch as any human is capable. Armed with both a sword, and a great yew bow, these warriors crown battalions of archers with their presence, bringing down many a foe with their well-aimed shots. Their skill with the sword is also not to be discounted; they are easily as good with it as any novice swordsman. Of the many races in the world, only the elves surpass humanity in archery, and their human counterparts have speculated, perhaps in envy, that this is only by dint of age.",https://units.wesnoth.org/1.14/mainline/en_US/Master%20Bowman.html,148
‒,woodsman,trapper,chaotic,14,32,poacher,1,5,29,"Though not trained as warriors, the skills possessed by a hunter (especially those of archery) are useful in battle. Any group of soldiers or bandits traveling through the wild will need a few poachers in their employ, not merely for hunting but for lending a hand in any serious fight.
Because of their experience, these hunters are unusually capable at night, and in forests and swamps.",https://units.wesnoth.org/1.14/mainline/en_US/Poacher.html,149
‒,poacher,"huntsman,ranger",chaotic,27,45,trapper,2,5,65,"Master woodsmen are useful allies to any army, and indispensable for any sizable group of people living in the wilderness. They can track both man and beast, notice things most others would overlook, and are often the only ones who can find food for the table, be it animal or vegetable.
Their skill at hunting is very useful in combat, and also leaves them unusually competent at night, and in forests and swamps.",https://units.wesnoth.org/1.14/mainline/en_US/Trapper.html,150
‒,trapper,‒,chaotic,50,57,huntsman,3,5,150,"Hunting is a popular sport of noblemen, but it can also be a livelihood for commoners. Like any other craft, it has men of masterful skill in its practice. Huntsmen know all the tricks of their trade, and are skilled at navigating the wilderness, at tracking, and at the use of the bow. They are a fair shot at moving targets, and targets hiding under brush and cover; a skill wrought from years of practice at shooting game, and one which garrisoned bowmen often lack.
Master hunters are employed by any group living in or passing through wild country, be they men of the law, or those working against it. Even nature itself can have deadly surprises, and any commander who fails to hire a such a guide can lose his men to nothing more than terrain. Good woodsmen can save lives, ease travel, provide food, and their skill with a bow is capitally useful in a fight.
Special Notes: This unit’s marksmanship gives it a high chance of hitting targeted enemies, but only on the attack.",https://units.wesnoth.org/1.14/mainline/en_US/Huntsman.html,151
‒,trapper,‒,chaotic,52,60,ranger,3,6,150,"Rangers are wild men and wanderers, who have chosen to shun the company of their fellow men for myriad reasons. They have spent the better part of their lives in the thick of nature, and know many of its secrets. They are excellent pathfinders and explorers, and can find food and shelter where other men would find only sticks and stones.
The presence of these men troubles the more authoritarian of rulers; they are an element that knights and landed armies cannot control. They are men of dubious motives, and are the first to scoff at any royal decree, if they even hear of it at all. Rangers can be hired, but they are just as likely to be in the employ of bandits, as they are to be in the king’s service.",https://units.wesnoth.org/1.14/mainline/en_US/Ranger.html,152
‒,‒,‒,lawful,10,1,boat,1,5,50,"Propelled by oars or small sails, boats are used to travel short distances and in shallows where large ships cannot navigate.",https://units.wesnoth.org/1.14/mainline/en_US/Boat.html,153
‒,‒,‒,lawful,10,1,galleon,1,10,50,Galleons are blue-water ships built for trade and transport.,https://units.wesnoth.org/1.14/mainline/en_US/Galleon.html,154
‒,‒,‒,lawful,15,35,pirate_galleon,1,5,50,Pirate galleons are to transport ships what wolves are to sheep. The pirates who crew them are more than happy to help relieve other ships of their weighty cargo.,https://units.wesnoth.org/1.14/mainline/en_US/Pirate%20Galleon.html,155
‒,‒,‒,lawful,14,30,transport_galleon,1,6,50,"Transport Galleons are well-armed ships that carry troops. If they reach the shore, they can land the troops to attack.",https://units.wesnoth.org/1.14/mainline/en_US/Transport%20Galleon.html,156
‒,‒,"mermaid_priestess,mermaid_enchantress",lawful,19,27,mermaid_initiate,1,6,50,"Young mermaids are often initiated into the water magics native to their people. The wondrous abilities this grants are inimitable by any other race, a mark of the faerie side of these creatures.
Despite their frailty, this makes them quite formidable in combat, as they can call upon the very water about them to smite their enemies.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent.",https://units.wesnoth.org/1.14/mainline/en_US/Mermaid%20Initiate.html,157
‒,mermaid_initiate,mermaid_siren,lawful,33,38,mermaid_enchantress,2,6,90,"Mermaids, like elves, have a powerful and native ability in magic, though theirs is considerably different than that of the elves. Those who master this ability are held in high regard, and their skill is used in a multitude of crafts, many of which humanity would never dream. The obvious use in war is forbidden against their own race — this power is the greater part of what protects their people from the monsters that wander out of the abyss.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent.",https://units.wesnoth.org/1.14/mainline/en_US/Mermaid%20Enchantress.html,158
‒,mermaid_enchantress,‒,lawful,52,49,mermaid_siren,3,7,150,"The faerie nature of the mermaids is strongest in the Sirens, whose connection to the currents of magic often causes them to be mistaken for naiads themselves. Though certainly far from the truth, the mistake is understandable, as true naiads are rarely seen even by mermaids. The manifestation of their magic is certainly very similar; the water about a siren can be commanded at whim, like an extension of herself.
The myriad applications of this rarely occur to land dwellers, who simply regard it with wonder.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent.",https://units.wesnoth.org/1.14/mainline/en_US/Mermaid%20Siren.html,159
"cures,heals++8",mermaid_initiate,mermaid_diviner,lawful,38,31,mermaid_priestess,2,6,132,"Among merfolk, mysticism is generally left to the mermaids, who are more inclined to it. It is they who dedicate themselves to the ideal of bringing peace and life to the world, and to the arts which make that possible. Their piety also grants them certain powers, allowing them to guard their people against magical or unnatural things.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent. This unit’s arcane attack deals tremendous damage to magical creatures, and even some to mundane creatures. This unit is capable of healing those around it, and curing them of poison.",https://units.wesnoth.org/1.14/mainline/en_US/Mermaid%20Priestess.html,160
"illuminates,cures,heals++8",mermaid_priestess,‒,lawful,57,41,mermaid_diviner,3,6,150,"Years of devotion may endow a priestess with great wisdom on the workings of the world, and grants some the favor of the light. The power thus given to these ladies of the water is a recurring motif in tale and song; such as the that of the knights of the silver spire, cornered and slain to a man at the banks of the Alavynne, but who rode again the next day, in full number, and wrought the downfall of the crimson duke.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent. This unit’s arcane attack deals tremendous damage to magical creatures, and even some to mundane creatures. This unit is capable of healing those around it, and curing them of poison. Illumination increases the lighting level in adjacent areas.",https://units.wesnoth.org/1.14/mainline/en_US/Mermaid%20Diviner.html,161
‒,‒,merman_warrior,lawful,14,36,merman_fighter,1,6,36,"Merfolk societies train their forces rigorously and carefully, and as a result the peace of their realm is kept by soldiers who are the undisputed champions of their aquatic homeland. Their resilience and skill with their iconic tridents make them mighty foes to try to combat in the seas, but they lose almost all their mobility if forced to fight on land.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Fighter.html,162
‒,merman_fighter,"merman_triton,merman_hoplite",lawful,28,50,merman_warrior,2,6,80,"The Mermen Warriors form the core of the mermen armies. They wield their tridents with a skill and diligence impressive even compared to the soldiers of other races, but doubly so considering the difficulties of fighting underwater, as any who try to match them in their homes can attest.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Warrior.html,163
steadfast,merman_warrior,‒,lawful,43,52,merman_hoplite,3,5,150,"With their towering shields, the Merman Hoplites form the elite guard of the watery realm. Their powerful armor and rigid discipline allow them to hold a steadfast line in the maelstrom of battle. In times of desperation, they can even do so on land, though not nearly as well as a creature with legs.
Special Notes: The steadiness of this unit reduces damage from some attacks, but only while defending.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Hoplite.html,164
‒,merman_warrior,‒,lawful,43,60,merman_triton,3,6,150,"Tritons are combat masters of the sea. Skilled in use of the trident, Tritons easily defeat any enemy foolish enough to wander into their preferred environment. Their mastery of their weapon affords them flexibility in its use, and the highest-ranking among them use weaponry more comparable to halberds than simple spears.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Triton.html,165
‒,‒,"merman_spearman,merman_netcaster",lawful,15,30,merman_hunter,1,6,35,"The skills employed by mermen in spear-fishing are easily translated into warfare, especially against those who are not at home in the water. In times of need, many mermen of that occupation will volunteer to swell the ranks of their military.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Hunter.html,166
‒,merman_hunter,merman_entangler,lawful,27,40,merman_netcaster,2,7,80,"Fishing, as practiced by mermen, is largely a matter of chasing schools of fish into waiting nets, where oar-like clubs are used to dispatch the prey. The improvisation of using these against soldiers proved very effective; most land-native creatures are already quite awkward when waist-deep in water, and getting caught in a net can render them nearly helpless.
The effectiveness of this method led to the development of smaller, weighted nets, which could be cast through the air; these were useless for fishing, but were useful both in combat and in hunting game that came too close to shore. Clubs were used in combat with little or no adaptation from fishing, since they were already quite deadly.
Special Notes: This unit is able to slow its enemies, halving their movement speed and attack damage until they end a turn.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Netcaster.html,167
‒,merman_netcaster,‒,lawful,46,55,merman_entangler,3,7,150,"Merfolk tend to use a combination of both nets and clubs in fishing; nets to collect the fish, and clubs to finish the kill. Both of these tools have seen adaptation for warfare, and are valuable enough that auxiliaries who specialize in using them are deliberately brought to battle.
Mermen often find themselves in a standoff with land-based enemies; the merfolk are too strong in the water, and are too weak to make any offense on land. Nets are a key bit of leverage; without nets, mermen can’t give any effective chase over land, and are at a great disadvantage in hand-to-hand combat.
Special Notes: This unit is able to slow its enemies, halving their movement speed and attack damage until they end a turn.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Entangler.html,168
‒,merman_hunter,merman_javelineer,lawful,27,40,merman_spearman,2,6,85,"Archery is little favored by the mermen, for whom use of javelins serves a similar function. Though thrown javelins are of little use under the water, they are extremely effective at the surface, where their weight allows them to plunge several feet below the water while retaining enough momentum to wreak damage. They are also useful in melee, even deep under the surface, which is something that certainly cannot be said of arrows.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Spearman.html,169
‒,merman_spearman,‒,lawful,48,55,merman_javelineer,3,6,150,"Those mermen who master the art of the javelin can become nearly as effective as an archer — though the heft of their weapons impedes their range, the impact of one is considerably greater. In the water, the mobility of the mermen more than makes up for this when facing foes who cannot swim.",https://units.wesnoth.org/1.14/mainline/en_US/Merman%20Javelineer.html,170
‒,‒,‒,neutral,40,67,cuttle_fish,2,8,100,"Cuttle Fish are gigantic creatures of the seas. They can grab their opponents with strong tentacles, or spit a poisonous black ink from a distance. The best way to survive an encounter with these monsters is to remain ashore.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures. The swarming attacks of this unit become less deadly whenever its members are wounded.",https://units.wesnoth.org/1.14/mainline/en_US/Cuttle%20Fish.html,171
leadership,‒,‒,chaotic,100,101,fire_dragon,5,8,250,"A dragon is a legendary creature, normally seen only in fantastic tales. They are very rare, and were it not for the historical events, the singlehanded destruction of cities and towns that these creatures have wrought, they might be dismissed as mere myth. Legends are very specific about the ravages of dragons; noting their great strength, speed, their preternatural cunning, and above all else, the great fire that burns inside of them.
Battling a dragon is said to be the pinnacle of danger itself, fit only for fools, or the bravest of knights.
Special Notes: This unit’s marksmanship gives it a high chance of hitting targeted enemies, but only on the attack. The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level.",https://units.wesnoth.org/1.14/mainline/en_US/Fire%20Dragon.html,172
